,slow_zone_indicator,slow_zone_proximity_indicator,injury_percentile_indicator,persons_injured,ped_injured,bc_centrality
42883,0,0,0,2.0,0.0,0.010706771953285107
42884,0,0,0,2.0,0.0,0.005873484388020738
42885,0,0,0,1.0,1.0,0.0006056852282316876
42886,0,0,1,5.0,1.0,0.007636858931620182
42887,0,0,0,0.0,0.0,0.009161732742138686
42897,0,0,0,0.0,0.0,0.0
42899,0,0,0,0.0,0.0,0.002052441866370119
42900,0,0,0,0.0,0.0,6.19954096791178e-05
42902,0,0,0,0.0,0.0,0.0038293884636382454
42903,0,0,0,0.0,0.0,5.67587401966855e-05
42904,0,0,0,3.0,0.0,0.00012380605783415783
42905,0,0,0,1.0,0.0,0.0008252980546511918
42906,0,0,1,14.0,2.0,0.00031245285281823087
42907,0,0,0,1.0,0.0,0.00409221964998988
42908,0,0,1,5.0,0.0,0.0013786640981647477
42909,0,0,0,0.0,0.0,0.0008043672134235264
42910,0,0,1,21.0,4.0,0.00071316364623806
42911,0,0,0,1.0,0.0,0.0042783378515444314
42912,0,0,0,0.0,0.0,0.0009139307972016336
42913,0,0,0,0.0,0.0,0.0006700403065183126
42914,0,0,1,27.0,7.0,0.0007079269767556277
42915,0,0,0,1.0,0.0,0.0011122538171466929
42916,0,0,0,1.0,0.0,0.0008956710797220637
42917,0,0,0,2.0,2.0,0.0013953137509344973
42918,0,0,0,0.0,0.0,0.001400761576444447
42919,0,0,0,0.0,0.0,0.017517208424407568
42920,0,0,0,1.0,0.0,0.00042999285553580894
42921,0,0,0,0.0,0.0,0.0
42922,0,0,0,1.0,1.0,0.004726743512679761
42923,0,0,1,9.0,1.0,0.020244436329014452
42924,0,0,1,5.0,2.0,0.0003405366044780492
42925,0,0,1,6.0,2.0,0.008677683943558416
42926,0,0,1,8.0,0.0,0.0011382840764389043
42927,0,0,0,1.0,1.0,0.0006039854222101722
42928,0,0,0,0.0,0.0,0.0012978124552283235
42929,0,0,0,1.0,0.0,0.00016246872647259947
42930,0,0,0,0.0,0.0,0.0002553298684740778
42931,0,0,0,0.0,0.0,0.0033468863829595394
42932,0,0,0,2.0,2.0,0.002964123851878692
42933,0,0,0,3.0,1.0,0.0001832148061761871
42934,0,0,0,0.0,0.0,0.0005848388494150292
42935,0,0,1,7.0,4.0,0.000491312565926871
42936,0,0,0,3.0,3.0,0.0002696092948349441
42937,0,0,0,0.0,0.0,0.001196568418934403
42938,0,0,0,0.0,0.0,0.0006921113902945721
42939,0,0,0,0.0,0.0,0.0008558892841377797
42940,0,0,0,1.0,0.0,0.0005240100767879451
42941,0,0,0,0.0,0.0,0.045861695547004436
42942,0,0,0,0.0,0.0,0.04374066492399597
42943,0,0,0,3.0,2.0,0.001066786645521502
42944,0,0,0,2.0,1.0,0.00012083403674684999
42945,0,0,0,0.0,0.0,0.0008658716853386662
42946,0,0,0,0.0,0.0,0.002452751463337665
42947,0,0,0,0.0,0.0,0.0009539290277141229
42948,0,0,0,0.0,0.0,0.00204891028180989
42949,0,0,0,0.0,0.0,0.008976337749978382
42950,0,0,0,0.0,0.0,0.0011058505106122268
42951,0,0,0,0.0,0.0,0.001018706418055783
42952,0,0,0,1.0,0.0,0.0006361075328962614
42953,0,0,0,0.0,0.0,0.0014606295891463267
42954,0,0,0,0.0,0.0,0.0009295299487344838
42955,0,0,0,2.0,1.0,0.011080423101778578
42958,0,0,0,0.0,0.0,0.0
42959,0,0,0,0.0,0.0,0.0008896320173350651
42960,0,0,0,0.0,0.0,4.1808893448451375e-05
42961,0,0,0,0.0,0.0,0.000989350451330172
42962,0,0,0,1.0,0.0,0.0042438613511515235
42963,0,0,0,0.0,0.0,8.002285552841848e-05
42964,0,0,0,0.0,0.0,0.00016604782113901996
42965,0,0,0,2.0,1.0,0.0035658551834951155
42966,0,0,0,0.0,0.0,0.0039497949094293725
42967,0,0,0,0.0,0.0,0.0031256687707309026
42968,0,0,1,13.0,2.0,0.0008749091633164123
42969,0,0,0,2.0,1.0,0.002563323317147168
42970,0,0,0,0.0,0.0,0.003954176397000359
42971,0,0,0,4.0,1.0,0.0019122712164033602
42972,0,0,0,4.0,0.0,0.0007206966375197444
42974,0,0,0,0.0,0.0,6.862570894316514e-07
42975,0,0,0,1.0,0.0,0.0005147561638819937
42976,0,0,0,4.0,1.0,0.005240707841458564
42977,0,0,0,3.0,0.0,0.00590010060528931
42978,0,0,0,0.0,0.0,0.00020380251885913664
42979,0,0,0,0.0,0.0,0.001633714184902365
42980,0,0,0,2.0,1.0,0.007570645680291403
42981,0,0,0,0.0,0.0,0.007934150781662661
42982,0,0,1,7.0,0.0,0.025246902103525787
42984,0,0,0,0.0,0.0,0.007020615902012623
42985,0,0,1,6.0,3.0,0.015517048790450762
42986,0,0,0,0.0,0.0,0.0009404889465626384
42987,0,0,0,2.0,1.0,0.0031410462084348594
42988,0,0,0,0.0,0.0,0.0025936822750034865
42989,0,0,0,0.0,0.0,0.0026542787760003013
42990,0,0,0,2.0,0.0,0.0018624489517106223
42991,0,0,0,0.0,0.0,0.0009932779534419962
42992,0,0,0,0.0,0.0,0.000492458087376153
42993,0,0,0,1.0,0.0,0.0016250620666748382
42994,0,0,1,9.0,1.0,0.002392814824926842
42995,0,0,1,6.0,2.0,9.987680101574495e-05
42996,0,0,1,10.0,2.0,0.044645890813963196
42997,0,0,0,3.0,2.0,0.00035290506878988274
42998,0,0,0,2.0,1.0,0.00024130382934623243
42999,0,0,0,0.0,0.0,0.00028662847065284903
43001,0,0,1,8.0,5.0,0.0011570822417886436
43002,0,0,1,5.0,2.0,0.001697177128972729
43003,0,0,0,1.0,1.0,0.0007474501062062029
43004,0,0,0,1.0,1.0,0.0005948740396227951
43005,0,0,0,0.0,0.0,0.0007846927505595898
43006,0,0,0,0.0,0.0,0.0013301351641405543
43007,0,0,0,0.0,0.0,0.007333913378940923
43008,0,0,0,0.0,0.0,0.00024611818677362985
43009,0,0,0,1.0,0.0,0.001297347911967785
43010,0,0,0,0.0,0.0,0.008611117005883545
43011,0,0,0,2.0,1.0,0.0012121886860700052
43012,0,0,0,2.0,2.0,0.001130080664769852
43013,0,0,0,0.0,0.0,0.010940204941705627
43014,0,0,0,1.0,0.0,0.0018622166800803532
43015,0,0,0,0.0,0.0,2.0371277754744174e-05
43016,0,0,0,0.0,0.0,1.1671649421026008e-05
43017,0,0,0,0.0,0.0,8.313740693430059e-05
43018,0,0,0,0.0,0.0,8.15009477210405e-05
43019,0,0,0,0.0,0.0,0.0004155286676508649
43020,0,0,0,0.0,0.0,0.00048226980904843693
43021,0,0,0,0.0,0.0,0.0004622997277459759
43022,0,0,0,0.0,0.0,0.004035175849156046
43023,0,0,0,0.0,0.0,0.0009253015492834472
43024,0,0,0,0.0,0.0,0.00017693291435754352
43025,0,0,0,0.0,0.0,0.0003068677758903948
43026,0,0,0,0.0,0.0,0.00435145590497303
43027,0,0,0,0.0,0.0,0.00015686781284269963
43028,0,0,0,0.0,0.0,0.000166290650570665
43029,0,0,0,0.0,0.0,7.144464191052284e-05
43030,0,0,0,4.0,0.0,7.169802914354376e-05
43031,0,0,0,0.0,0.0,8.532287181910601e-05
43032,0,0,0,0.0,0.0,0.0008082208109257196
43033,0,0,0,0.0,0.0,0.00014655811979916104
43034,0,0,0,0.0,0.0,0.00040944737405836286
43035,0,0,0,2.0,0.0,6.86943346521083e-05
43036,0,0,0,0.0,0.0,0.00010736228219123789
43037,0,0,0,0.0,0.0,0.0013106137893965676
43038,0,0,0,0.0,0.0,0.00017353858121520082
43039,0,0,0,0.0,0.0,0.00036812941837388954
43040,0,0,0,0.0,0.0,3.2797809974145e-05
43041,0,0,0,0.0,0.0,0.0006224774113200112
43042,0,0,0,3.0,0.0,0.00035837928880327213
43043,0,0,0,0.0,0.0,0.00032261473664250723
43044,0,0,0,0.0,0.0,0.0003198644293840927
43045,0,0,0,0.0,0.0,0.0013099539268105758
43046,0,0,0,0.0,0.0,0.0006227941453612874
43047,0,0,0,0.0,0.0,0.0012517804412295235
43048,0,0,1,5.0,2.0,0.0013617610581619776
43049,0,0,1,5.0,1.0,0.018143782262661414
43050,0,0,1,8.0,5.0,0.017611753535728497
43051,0,0,1,5.0,3.0,0.00717439555795288
43052,0,0,0,1.0,0.0,0.0072129684852796265
43053,0,0,0,4.0,2.0,0.007315421389831084
43054,0,0,1,7.0,1.0,0.009228262727508742
43055,0,0,1,6.0,0.0,0.010634150116521175
43056,0,0,0,0.0,0.0,0.0008386114421861659
43057,0,0,1,5.0,1.0,0.00018147804784985624
43058,0,0,0,4.0,0.0,0.012565372586394223
43059,0,0,0,0.0,0.0,0.0001843497698240933
43060,0,0,0,0.0,0.0,0.0004681857020130243
43061,0,0,0,0.0,0.0,0.00022349809732582503
43062,0,0,0,0.0,0.0,0.08353105983750066
43063,0,0,0,2.0,0.0,0.000282025269252969
43064,0,0,0,2.0,1.0,0.0007192924499367534
43065,0,0,0,1.0,1.0,0.0015733710711385712
43066,0,0,0,1.0,0.0,0.00223498097325825
43067,0,0,1,10.0,4.0,0.003312990561642304
43068,0,0,1,11.0,6.0,0.0017208213251539933
43069,0,0,0,1.0,1.0,0.04310147979199864
43071,0,0,1,5.0,4.0,0.0009983034668969112
43072,0,0,1,14.0,5.0,0.046973732929222925
43073,0,0,0,2.0,1.0,0.0036631083708689566
43076,0,0,0,1.0,0.0,0.004565599790279833
43077,0,0,1,14.0,3.0,0.05109450615303385
43079,0,0,0,0.0,0.0,0.0012007176348751206
43080,0,0,0,2.0,0.0,0.002479958917483286
43081,0,0,1,12.0,6.0,0.0031866559103786245
43082,0,0,1,7.0,3.0,0.0016772862311805869
43083,0,0,1,8.0,2.0,0.0015670944582206155
43084,0,0,0,3.0,1.0,0.0014465190876074743
43085,0,0,0,3.0,2.0,0.0028571891606431767
43086,0,0,0,0.0,0.0,0.00013517153101528357
43087,0,0,0,0.0,0.0,6.778636373378335e-05
43088,0,0,0,0.0,0.0,2.533872330209174e-05
43089,0,0,0,1.0,0.0,0.00010662851499561481
43090,0,0,0,1.0,0.0,0.00021193730481924568
43091,0,0,0,1.0,0.0,0.0002021766174472524
43092,0,0,0,1.0,0.0,0.0003954952395401486
43093,0,0,0,0.0,0.0,0.0005259843856452332
43094,0,0,0,0.0,0.0,0.00044095713226465156
43095,0,0,0,0.0,0.0,0.0006723260705161888
43096,0,0,0,0.0,0.0,0.0007428205103028832
43097,0,0,0,0.0,0.0,0.001126211230565595
43098,0,0,1,7.0,0.0,0.001953341063755501
43099,0,0,0,1.0,0.0,0.0013646275012355266
43100,0,0,0,0.0,0.0,0.00035008613582252504
43101,0,0,0,2.0,0.0,0.0009773462311658061
43102,0,0,0,4.0,1.0,0.00030011606191052495
43103,0,0,0,1.0,0.0,0.015360640241967915
43104,0,0,0,0.0,0.0,0.0008502461393023763
43105,0,0,0,0.0,0.0,0.025998960690032557
43106,0,0,0,3.0,1.0,0.0054487018074639215
43107,0,0,0,0.0,0.0,0.001670386707981455
43108,0,0,1,10.0,1.0,0.005845062786716892
43109,0,0,0,4.0,0.0,0.0033984084536737924
43110,0,0,0,0.0,0.0,0.00130761537380582
43111,0,0,0,0.0,0.0,4.4680615422688436e-05
43112,0,0,0,1.0,0.0,0.0017912840915365602
43113,0,0,0,0.0,0.0,0.001407819466664217
43114,0,0,0,0.0,0.0,0.001457229977103296
43115,0,0,0,0.0,0.0,0.0006595300152486325
43116,0,0,0,0.0,0.0,0.0020785565880733375
43117,0,0,0,0.0,0.0,0.0021813737367722625
43118,0,0,0,0.0,0.0,1.1149038252920367e-05
43119,0,0,0,0.0,0.0,0.000101434076718686
43120,0,0,0,0.0,0.0,3.537391350985766e-05
43121,0,0,0,0.0,0.0,0.0004248300906630077
43122,0,0,0,0.0,0.0,0.00021159945517521778
43123,0,0,0,2.0,0.0,0.002007064436056623
43124,0,0,0,0.0,0.0,0.002274145137462046
43125,0,0,0,0.0,0.0,0.002569573535561684
43126,0,0,0,0.0,0.0,0.0022930805542296716
43127,0,0,0,1.0,0.0,0.005943794066283354
43128,0,0,0,0.0,0.0,0.004668369428872567
43129,0,0,0,0.0,0.0,0.010399096505589457
43130,0,0,0,0.0,0.0,0.005584232303725985
43131,0,0,0,0.0,0.0,0.000890967579209113
43132,0,0,0,0.0,0.0,5.431988807885917e-06
43133,0,0,0,1.0,0.0,0.0005471633352052314
43134,0,0,0,0.0,0.0,0.0010276858281259617
43135,0,0,0,0.0,0.0,0.00013102231507456605
43136,0,0,0,2.0,0.0,0.002139401197402485
43137,0,0,0,1.0,0.0,0.0004654881837614891
43138,0,0,0,1.0,0.0,0.0011930315554734862
43139,0,0,0,1.0,0.0,0.00045869423857611573
43140,0,0,0,0.0,0.0,0.0007838428475488322
43141,0,0,0,0.0,0.0,0.008968398283343728
43142,0,0,1,11.0,0.0,0.001819172523870925
43143,0,0,0,0.0,0.0,0.0017136472991190887
43144,0,0,0,0.0,0.0,5.677457689874931e-05
43145,0,0,0,2.0,2.0,0.01966804372070012
43146,0,0,1,5.0,2.0,0.09723843284641809
43147,0,0,0,2.0,0.0,0.09500096023203512
43148,0,0,0,2.0,0.0,0.004132999157804184
43149,0,0,0,1.0,0.0,0.0004651767286209009
43150,0,0,0,1.0,0.0,0.09643477828458744
43151,0,0,0,3.0,0.0,0.0005921290112650685
43152,0,0,0,1.0,0.0,0.09374451852149816
43153,0,0,0,0.0,0.0,0.0015346344978904984
43154,0,0,0,1.0,1.0,0.00010137072991043078
43155,0,0,0,1.0,1.0,0.07264842658669765
43156,0,0,0,0.0,0.0,0.0734667881658449
43157,0,0,0,0.0,0.0,0.001938275081192132
43158,0,0,0,0.0,0.0,0.00036338368665543526
43159,0,0,0,0.0,0.0,0.0003795318438598308
43160,0,0,1,9.0,6.0,0.0005638604980811723
43161,0,0,1,5.0,4.0,0.0493513920302747
43162,0,0,0,0.0,0.0,0.08435126375298799
43163,0,0,0,0.0,0.0,0.0030745003863627413
43164,0,0,0,4.0,0.0,0.0027831525784948775
43165,0,0,0,0.0,0.0,0.00015595456302368673
43166,0,0,1,7.0,1.0,0.002860652119494463
43167,0,0,0,0.0,0.0,1.0557801375871559e-08
43168,0,0,1,7.0,1.0,0.0034142715502410398
43169,0,0,0,0.0,0.0,0.03488880365223911
43170,0,0,0,0.0,0.0,0.03815275322649049
43171,0,0,0,0.0,0.0,0.0
43172,0,0,0,1.0,0.0,8.229278282423087e-05
43173,0,0,0,0.0,0.0,0.0002701266271023618
43174,0,0,0,1.0,0.0,6.914832011127078e-05
43175,0,0,0,4.0,0.0,0.002786388544616582
43176,0,0,0,1.0,1.0,0.0027456090368022782
43177,0,0,0,0.0,0.0,0.00020656338391892705
43178,0,0,0,1.0,0.0,0.00021415972200886663
43179,0,0,0,2.0,1.0,0.002870164698534123
43180,0,0,0,0.0,0.0,2.0059822614155962e-07
43181,0,0,0,0.0,0.0,0.00015708952667159293
43182,0,0,0,1.0,0.0,0.0003456571381453469
43183,0,0,0,1.0,1.0,0.00024202175983979168
43184,0,0,0,3.0,0.0,0.001359496409766853
43185,0,0,1,5.0,3.0,0.0009404308786550711
43186,0,0,1,7.0,0.0,0.0015717610064287506
43187,0,0,1,6.0,3.0,0.00314971416336445
43188,0,0,0,1.0,0.0,0.0008195440529013418
43189,0,0,0,3.0,1.0,0.00066910066219586
43190,0,0,0,0.0,0.0,0.002621892720279815
43192,0,0,1,5.0,2.0,0.0019470433352347931
43194,0,0,0,0.0,0.0,3.53950291126094e-05
43195,0,0,0,0.0,0.0,0.00010635401215984215
43196,0,0,0,3.0,1.0,0.00014144286503255126
43197,0,0,0,0.0,0.0,0.00047178591228219646
43198,0,0,0,0.0,0.0,2.5819103264693896e-05
43199,0,0,0,0.0,0.0,9.074430282561605e-05
43200,0,0,0,0.0,0.0,0.00010651765808116816
43201,0,0,0,2.0,2.0,0.0021488293140311384
43202,0,0,0,2.0,2.0,0.03037378628835108
43203,0,0,0,4.0,0.0,0.0001045908593300716
43204,0,0,1,5.0,0.0,0.029566695162172578
43205,0,0,0,0.0,0.0,0.0015000788139872708
43206,0,0,1,11.0,0.0,0.007257474896979613
43207,0,0,0,4.0,0.0,0.003901376832319626
43208,0,0,0,0.0,0.0,0.0007386079475539105
43209,0,0,1,7.0,0.0,0.006743531683803561
43210,0,0,0,0.0,0.0,0.0002730722536862299
43211,0,0,0,0.0,0.0,0.006437941401879647
43212,0,0,0,0.0,0.0,0.00022071611666328288
43213,0,0,0,0.0,0.0,0.0027532423271970333
43214,0,0,0,0.0,0.0,0.024868906419766145
43215,0,0,0,4.0,2.0,0.023991099139972057
43216,0,0,0,4.0,1.0,0.027042752444157412
43217,0,0,0,0.0,0.0,0.0004984549185576481
43218,0,0,0,0.0,0.0,0.0009991956011131723
43219,0,0,0,0.0,0.0,0.001085188893319646
43220,0,0,0,0.0,0.0,0.00031062635318020507
43221,0,0,0,0.0,0.0,8.372336491066146e-06
43222,0,0,0,0.0,0.0,0.0014654597832757879
43223,0,0,0,0.0,0.0,0.010628042428425232
43224,0,0,0,1.0,0.0,0.0016605468370991425
43225,0,0,0,1.0,0.0,0.010831855505085745
43226,0,0,0,2.0,0.0,0.0017820354575312967
43227,0,0,0,0.0,0.0,1.4284705261554219e-05
43228,0,0,0,2.0,0.0,0.0018643176825541515
43229,0,0,0,0.0,0.0,2.857996832448431e-05
43230,0,0,0,0.0,0.0,0.0013754334109437312
43232,0,0,0,0.0,0.0,0.0005883968284786979
43233,0,0,0,0.0,0.0,0.0002556835548201695
43234,0,0,0,1.0,0.0,0.01996395777766305
43235,0,0,0,0.0,0.0,0.09362382701506988
43236,0,0,0,0.0,0.0,0.09313919225851325
43237,0,0,0,0.0,0.0,0.020648414761960113
43238,0,0,0,2.0,0.0,0.0035087427569523385
43239,0,0,0,0.0,0.0,0.1164447575184479
43240,0,0,0,1.0,0.0,0.0035451618927984075
43241,0,0,0,3.0,0.0,0.0011288137286047475
43242,0,0,1,9.0,0.0,0.09344039577396548
43243,0,0,0,2.0,0.0,0.0020160227305240502
43244,0,0,1,9.0,0.0,0.09350159406964073
43245,0,0,0,2.0,0.0,0.0003983669615143857
43246,0,0,0,3.0,1.0,0.00012542140144466618
43247,0,0,0,0.0,0.0,1.5361601001893118e-06
43248,0,0,0,1.0,0.0,0.0004203588617803261
43249,0,0,0,1.0,1.0,0.000171881006399189
43250,0,0,1,6.0,0.0,3.5490049324992245e-05
43251,0,0,1,6.0,0.0,0.0008290302374375625
43252,0,0,0,0.0,0.0,0.0019164573846488933
43253,0,0,0,1.0,0.0,0.0022007684178997383
43254,0,0,1,5.0,1.0,0.0021423943340925446
43255,0,0,0,1.0,1.0,0.0029226528080742685
43256,0,0,0,1.0,0.0,0.0030805447276504275
43257,0,0,0,0.0,0.0,0.0025387394766434508
43258,0,0,1,5.0,1.0,0.0024629186260626294
43259,0,0,0,0.0,0.0,0.0002019073935121677
43260,0,0,0,2.0,1.0,0.0024709425551082916
43261,0,0,0,0.0,0.0,0.0024509144058982636
43262,0,0,0,0.0,0.0,0.00018819280952491054
43263,0,0,0,4.0,2.0,0.0029047203824373504
