SegmentID,LongFrom,LatFrom,LongTo,LatTo,persons_injured,persons_killed,ped_injured,ped_killed,cyclists_injured,cyclists_killed,motorists_injured,motorists_killed,persons_KSI,ped_KSI,cyclist_KSI,motorist_KSI,Roadway Name,From,To,segment_average_sum
193991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LONG ISLAND EXPRESSWAY,73 PLACE,74 STREET,106075
193992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LONG ISLAND EXPRESSWAY,73 PLACE,74 STREET,101754
194069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horace Harding Expressway SR,93 Street,Junction Boulevard,10479
194070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horace Harding Expressway SR,93 Street,Junction Boulevard,3866
194175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Horace Harding Expressway SR,190 Street,194 Street,10403
194331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SHORE PARKWAY,25 AVENUE,BAY 41 STREET,10618
194371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CLEARVIEW EXPRESSWAY,39 AVENUE,BOYCE AVENUE,2179
196561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Belt Parkway,79 Street,77 Street,39930
217716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Courtlandt Avenue,153 Street,East 154 Street,2705
218038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,WOODROW ROAD,BELFIELD AVENUE,EVERTON AVENUE,4410
219878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goethals Bridge Approach,Western Avenue,Old Place Greek Shoreline,32879
220071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Goethals Bridge Approach,Western Avenue,Old Place Greek Shoreline,35006
222431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Van Wyck Expressway Exit 11 SB,136 Street,Jewel Avenue,10193
223756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HENRY HUDSON PARKWAY,105 STREET,110 STREET,62903
223773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Riverside Drive,West 100 Street,102 Street,6443
226088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARLEM RIVER DRIVE,WEST 147 STREET,MACOMBS PLACE,73620
226093,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HARLEM RIVER DRIVE,WEST 147 STREET,MACOMBS PLACE,44078
226748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EDSON AVENUE,BARTOW AVENUE,NEW ENGLAND THRUWAY ENTRANCE,15023
